53021;96;96;96;96
65020;96;96;96;96
23035;96;96;96;96
51021;96;96;96;96
85010;96;96;96;96
71021;96;96;96;96
12021;96;96;96;96
75011;96;96;96;96
67020;96;96;96;96
84068;96;96;96;96
02011;96;96;96;96
85011;96;96;96;96
84042;96;96;96;96
62035;96;96;96;96
03040;96;96;96;96
87010;96;96;96;96
41025;96;96;96;96
86080;96;96;96;96
93010;96;96;96;96
87041;96;96;96;96
03010;96;96;96;96
95031;96;96;96;96
24060;96;96;96;96
00021;96;96;96;96
89030;96;96;96;96
80051;96;96;96;96
07020;96;96;96;96
94011;96;96;96;96
86081;96;96;96;96
25071;96;96;96;96
32021;96;96;96;96
84043;96;96;96;96
94010;96;96;96;96
67041;96;96;96;96
87031;96;96;96;96
87020;96;96;96;96
13861;96;96;96;96
12010;96;96;96;96
10070;96;96;96;96
13021;96;96;96;96
84044;96;96;96;96
85010;96;96;96;96
23010;96;96;96;96
12050;96;96;96;96
71031;96;96;96;96
88055;96;96;96;96
87070;96;96;96;96
14022;96;96;96;96
39040;96;96;96;96
92010;96;96;96;96
67030;96;96;96;96
24010;96;96;96;96
90021;96;96;96;96
75010;96;96;96;96
10010;96;96;96;96
98050;96;96;96;96
90020;96;96;96;96
90020;96;96;96;96
32022;96;96;96;96
11010;96;96;96;96
05011;96;96;96;96
00051;96;96;96;96
10080;96;96;96;96
84045;96;96;96;96
36070;96;96;96;96
12070;96;96;96;96
87042;96;96;96;96
03041;96;96;96;96
84011;96;96;96;96
63857;96;96;96;96
88040;96;96;96;96
38011;96;96;96;96
28010;96;96;96;96
33021;96;96;96;96
80071;96;96;96;96
88050;96;96;96;96
38010;96;96;96;96
23014;96;96;96;96
10010;96;96;96;96
33080;96;96;96;96
83040;96;96;96;96
10060;96;96;96;96
39040;96;96;96;96
00022;96;96;96;96
98030;96;96;96;96
02013;96;96;96;96
28841;96;96;96;96
67030;96;96;96;96
71020;96;96;96;96
85010;96;96;96;96
61042;96;96;96;96
62021;96;96;96;96
23031;96;96;96;96
84020;96;96;96;96
18020;96;96;96;96
83041;96;96;96;96
60011;96;96;96;96
58031;96;96;96;96
00020;96;96;96;96
23011;96;96;96;96
24020;96;96;96;96
89832;96;96;96;96
12010;96;96;96;96
12050;96;96;96;96
88060;96;96;96;96
83031;96;96;96;96
23026;96;96;96;96
08031;96;96;96;96
28811;96;96;96;96
28011;96;96;96;96
85010;96;96;96;96
28899;96;96;96;96
63096;96;96;96;96
00023;96;96;96;96
11011;96;96;96;96
08040;96;96;96;96
84046;96;96;96;96
02020;96;96;96;96
94010;96;96;96;96
67030;96;96;96;96
85020;96;96;96;96
84030;96;96;96;96
03042;96;96;96;96
08030;96;96;96;96
84031;96;96;96;96
28812;96;96;96;96
32041;96;96;96;96
08030;96;96;96;96
39010;96;96;96;96
24010;96;96;96;96
24020;96;96;96;96
85021;96;96;96;96
11010;96;96;96;96
11020;96;96;96;96
11010;96;96;96;96
24020;96;96;96;96
28861;96;96;96;96
37030;96;96;96;96
52010;96;96;96;96
52032;96;96;96;96
47021;96;96;96;96
86091;96;96;96;96
83043;96;96;96;96
54021;96;96;96;96
58037;96;96;96;96
25072;96;96;96;96
42031;96;96;96;96
23811;96;96;96;96
10070;96;96;96;96
13020;96;96;96;96
38010;96;96;96;96
44011;96;96;96;96
28871;96;96;96;96
85010;96;96;96;96
85050;96;96;96;96
86011;96;96;96;96
80070;96;96;96;96
10070;96;96;96;96
12050;96;96;96;96
27041;96;96;96;96
11020;96;96;96;96
43032;96;96;96;96
17057;96;96;96;96
10052;96;96;96;96
67010;96;96;96;96
55051;96;96;96;96
41023;96;96;96;96
85022;96;96;96;96
67021;96;96;96;96
22030;96;96;96;96
67030;96;96;96;96
09021;96;96;96;96
23816;96;96;96;96
38042;96;96;96;96
04010;96;96;96;96
12070;96;96;96;96
90020;96;96;96;96
08040;96;96;96;96
38043;96;96;96;96
43041;96;96;96;96
24030;96;96;96;96
28813;96;96;96;96
12081;96;96;96;96
88050;96;96;96;96
00030;96;96;96;96
12020;96;96;96;96
84020;96;96;96;96
87030;96;96;96;96
23010;96;96;96;96
22010;96;96;96;96
41026;96;96;96;96
12050;96;96;96;96
24030;96;96;96;96
23010;96;96;96;96
12074;96;96;96;96
12010;96;96;96;96
38085;96;96;96;96
25040;96;96;96;96
23022;96;96;96;96
19020;96;96;96;96
87050;96;96;96;96
24060;96;96;96;96
23030;96;96;96;96
25040;96;96;96;96
54011;96;96;96;96
23813;96;96;96;96
11010;96;96;96;96
25070;96;96;96;96
83044;96;96;96;96
90032;96;96;96;96
67050;96;96;96;96
92010;96;96;96;96
38071;96;96;96;96
24010;96;96;96;96
22028;96;96;96;96
90020;96;96;96;96
10060;96;96;96;96
28010;96;96;96;96
41046;96;96;96;96
58026;96;96;96;96
87060;96;96;96;96
13022;96;96;96;96
38080;96;96;96;96
28842;96;96;96;96
86021;96;96;96;96
38079;96;96;96;96
62035;96;96;96;96
19011;96;96;96;96
38081;96;96;96;96
38080;96;96;96;96
86041;96;96;96;96
83032;96;96;96;96
07011;96;96;96;96
07012;96;96;96;96
12060;96;96;96;96
02010;96;96;96;96
32040;96;96;96;96
43030;96;96;96;96
10080;96;96;96;96
12011;96;96;96;96
40021;96;96;96;96
02021;96;96;96;96
17045;96;96;96;96
23032;96;96;96;96
25042;96;96;96;96
08012;96;96;96;96
07040;96;96;96;96
37021;96;96;96;96
38049;96;96;96;96
24060;96;96;96;96
12060;96;96;96;96
89033;96;96;96;96
25061;96;96;96;96
03022;96;96;96;96
71023;96;96;96;96
39030;96;96;96;96
27050;96;96;96;96
24010;96;96;96;96
38081;96;96;96;96
13020;96;96;96;96
39041;96;96;96;96
38060;96;96;96;96
37022;96;96;96;96
38020;96;96;96;96
38021;96;96;96;96
12080;96;96;96;96
85050;96;96;96;96
21030;96;96;96;96
48013;96;96;96;96
11020;96;96;96;96
65010;96;96;96;96
89822;96;96;96;96
95034;96;96;96;96
12020;96;96;96;96
10080;96;96;96;96
10020;96;96;96;96
24037;96;96;96;96
22034;96;96;96;96
10020;96;96;96;96
11022;96;96;96;96
96010;96;96;96;96
84021;96;96;96;96
23010;96;96;96;96
67030;96;96;96;96
07010;96;96;96;96
42032;96;96;96;96
96010;96;96;96;96
86010;96;96;96;96
15060;96;96;96;96
88833;96;96;96;96
38080;96;96;96;96
84030;96;96;96;96
22030;96;96;96;96
67012;96;96;96;96
39010;96;96;96;96
23010;96;96;96;96
83040;96;96;96;96
83040;96;96;96;96
32042;96;96;96;96
07023;96;96;96;96
89050;96;96;96;96
94010;96;96;96;96
67020;96;96;96;96
09011;96;96;96;96
38050;96;96;96;96
38022;96;96;96;96
38052;96;96;96;96
83045;96;96;96;96
17057;96;96;96;96
13821;96;96;96;96
92010;96;96;96;96
90022;96;96;96;96
85010;96;96;96;96
85030;96;96;96;96
52010;96;96;96;96
13821;96;96;96;96
24010;96;96;96;96
00020;96;96;96;96
62032;96;96;96;96
84040;96;96;96;96
92022;96;96;96;96
12050;96;96;96;96
87061;96;96;96;96
13023;96;96;96;96
13812;96;96;96;96
53023;96;96;96;96
38031;96;96;96;96
67030;96;96;96;96
39040;96;96;96;96
23010;96;96;96;96
39032;96;96;96;96
86020;96;96;96;96
04020;96;96;96;96
86010;96;96;96;96
23021;96;96;96;96
90030;96;96;96;96
90030;96;96;96;96
03030;96;96;96;96
86040;96;96;96;96
85010;96;96;96;96
84040;96;96;96;96
55031;96;96;96;96
67013;96;96;96;96
23017;96;96;96;96
40032;96;96;96;96
38050;96;96;96;96
32020;96;96;96;96
85010;96;96;96;96
01030;96;96;96;96
41021;96;96;96;96
10080;96;96;96;96
67050;96;96;96;96
84040;96;96;96;96
12020;96;96;96;96
67030;96;96;96;96
02014;96;96;96;96
00020;96;96;96;96
10070;96;96;96;96
58011;96;96;96;96
67022;96;96;96;96
67053;96;96;96;96
84050;96;96;96;96
98031;96;96;96;96
24030;96;96;96;96
57031;96;96;96;96
67020;96;96;96;96
83040;96;96;96;96
25070;96;96;96;96
67060;96;96;96;96
86082;96;96;96;96
57032;96;96;96;96
00030;96;96;96;96
01032;96;96;96;96
12070;96;96;96;96
52033;96;96;96;96
28815;96;96;96;96
80073;96;96;96;96
38030;96;96;96;96
10040;96;96;96;96
32022;96;96;96;96
12023;96;96;96;96
65023;96;96;96;96
67020;96;96;96;96
85030;96;96;96;96
13026;96;96;96;96
89060;96;96;96;96
88062;96;96;96;96
55030;96;96;96;96
88817;96;96;96;96
83040;96;96;96;96
38080;96;96;96;96
22010;96;96;96;96
88040;96;96;96;96
87030;96;96;96;96
24010;96;96;96;96
86083;96;96;96;96
57037;96;96;96;96
18010;96;96;96;96
61021;96;96;96;96
42033;96;96;96;96
65010;96;96;96;96
15060;96;96;96;96
19012;96;96;96;96
19020;96;96;96;96
66050;96;96;96;96
86043;96;96;96;96
66010;96;96;96;96
66031;96;96;96;96
83034;96;96;96;96
84030;96;96;96;96
86010;96;96;96;96
84030;96;96;96;96
40020;96;96;96;96
71030;96;96;96;96
80074;96;96;96;96
00010;96;96;96;96
02030;96;96;96;96
23831;96;96;96;96
22022;96;96;96;96
21020;96;96;96;96
84030;96;96;96;96
38010;96;96;96;96
42034;96;96;96;96
41029;96;96;96;96
24020;96;96;96;96
48010;96;96;96;96
87050;96;96;96;96
53031;96;96;96;96
23020;96;96;96;96
83040;96;96;96;96
96010;96;96;96;96
24010;96;96;96;96
23817;96;96;96;96
37043;96;96;96;96
10090;96;96;96;96
83040;96;96;96;96
64030;96;96;96;96
38082;96;96;96;96
40034;96;96;96;96
86080;96;96;96;96
67023;96;96;96;96
58033;96;96;96;96
40022;96;96;96;96
67020;96;96;96;96
98070;96;96;96;96
67031;96;96;96;96
02020;96;96;96;96
05013;96;96;96;96
84083;96;96;96;96
84049;96;96;96;96
00030;96;96;96;96
86071;96;96;96;96
02010;96;96;96;96
05014;96;96;96;96
86030;96;96;96;96
90013;96;96;96;96
84020;96;96;96;96
47861;96;96;96;96
12020;96;96;96;96
38020;96;96;96;96
82022;96;96;96;96
85050;96;96;96;96
66040;96;96;96;96
84048;96;96;96;96
67050;96;96;96;96
64020;96;96;96;96
90020;96;96;96;96
58034;96;96;96;96
64041;96;96;96;96
86020;96;96;96;96
12060;96;96;96;96
21030;96;96;96;96
23030;96;96;96;96
38030;96;96;96;96
40050;96;96;96;96
38053;96;96;96;96
58010;96;96;96;96
40046;96;96;96;96
85040;96;96;96;96
85040;96;96;96;96
71020;96;96;96;96
